Date,Time,Location,Good_Group_Count,Evil_Group_Count,RaceWar_Side,Frag_Level,Frag_Class,Frag_Name,Frag_Guild,Frag_Race,Log_Number,Good Group,Good Group Logs,Evil Group,Evil Group Logs
06/05/24,A Gate Before a Large Mansion,1,1,Evils,37,Elementalist,Ifix,*-* Clan Ragnarok *-* ,Troll,298339,['[46 Shadowmage] Psybr o==(=Mithril=Knights=- (Gnome)'],['298338'],['[37 Elementalist] Ifix *-* Clan Ragnarok *-* (Troll)'],['298339']
06/02/24,On the Prison Floor L4,2,2,Evils,32,Frost Magus,June, ,Drow Elf,298288,"['[43 Thief] Laz o==(=Mithril=Knights=- (Shade)', '[45 Assassin] Tec ~<=Shadow Knights=>~ (Vampire)']","['298286', '298287']","['[32 Frost Magus] June  (Drow Elf)', '[34 Warrior] Moogrok *-* Clan Ragnarok *-* (Ogre)']","['298288', '298289']"
06/01/24,The Center Docks,4,1,Evils,44,Elementalist,Kaji,*-* Clan Ragnarok *-* ,Troll,298285,"['[45 Earth Magus] Naj o==(=Mithril=Knights=- (Vampire)', '[45 Shadowmage] Dze o==(=Mithril=Knights=- (Vampire)', '[45 Pyrokinetic] Poks o==(=Mithril=Knights=- (Githzerai)', '[45 Spiritualist] Col o==(=Mithril=Knights=- (Grey Elf)']","['298281', '298282', '298283', '298284']",['[44 Elementalist] Kaji *-* Clan Ragnarok *-* (Troll)'],['298285']
06/01/24,A Clearing in the Forest,1,1,Goodies,28,Sorcerer,Grimsorc, ,Vampire,298280,['[28 Sorcerer] Grimsorc  (Vampire)'],['298280'],['[44 Zealot] Zoku *-* Clan Ragnarok *-* (Orc)'],['298276']
06/01/24,A Rocky Climb Along the DarkPeak Mountains,1,1,Evils,44,Scourge,Dan,*-* Clan Ragnarok *-* ,Drow Elf,298274,['[43 Thief] Drip o==(=Mithril=Knights=- (Vampire)'],['298273'],['[44 Scourge] Dan *-* Clan Ragnarok *-* (Drow Elf)'],['298274']
05/31/24,Valhingen's Magic Shop,2,1,Evils,44,Elementalist,Omm,*-* Clan Ragnarok *-* ,Troll,298272,"['[45 Earth Magus] Naj o==(=Mithril=Knights=- (Vampire)', '[45 Shadowmage] Dze o==(=Mithril=Knights=- (Vampire)']","['298270', '298271']",['[44 Elementalist] Omm *-* Clan Ragnarok *-* (Troll)'],['298272']
05/31/24,A Winding Trail Through the Shanatar Mountains,1,1,Evils,30,Elementalist,Ifix,*-* Clan Ragnarok *-* ,Troll,298269,['[45 Earth Magus] Zloin o==(=Mithril=Knights=- (Grey Elf)'],['298268'],['[30 Elementalist] Ifix *-* Clan Ragnarok *-* (Troll)'],['298269']
05/31/24,The Shallow Coastal Waters of Khomani-Khan,1,1,Goodies,26,Warrior,Molac, ,Firbolg,298264,['[26 Warrior] Molac  (Firbolg)'],['298264'],['[44 Dark Dreamer] Dod *-* Clan Ragnarok *-* (Shade)'],['298262']
05/31/24,The Waters of the Abyss,2,1,Evils,44,Elementalist,Omm,*-* Clan Ragnarok *-* ,Troll,298258,"['[45 Shadowmage] Psybr o==(=Mithril=Knights=- (Gnome)', '[45 Spiritualist] Col o==(=Mithril=Knights=- (Grey Elf)']","['298253', '298254']",['[44 Elementalist] Omm *-* Clan Ragnarok *-* (Troll)'],['298258']
05/31/24,Aboard the Clipper Angel,1,1,Evils,38,Zealot,Choron,*-* Clan Ragnarok *-* ,Duergar,298252,['[45 Earth Magus] Zloin o==(=Mithril=Knights=- (Grey Elf)'],['298251'],['[38 Zealot] Choron *-* Clan Ragnarok *-* (Duergar)'],['298252']
05/31/24,In a Large Field of Corn,1,1,Evils,42,Thief,Tazita,*-* Clan Ragnarok *-* ,Vampire,298250,['[45 Fire Magus] Fuego o==(=Mithril=Knights=- (Vampire)'],['298249'],['[42 Thief] Tazita *-* Clan Ragnarok *-* (Vampire)'],['298250']
05/31/24,Deck of a Large Treehouse,1,2,Goodies,38,Necrolyte,Tedtn,~<=Shadow Knights=>~ ,Githzerai,298248,['[38 Necrolyte] Tedtn ~<=Shadow Knights=>~ (Githzerai)'],['298248'],"['[44 Scourge] Silvertooth *-* Clan Ragnarok *-* (Drow Elf)', '[41 Bounty Hunter] Bryken *-* Clan Ragnarok *-* (Troll)']","['298245', '298247']"
05/31/24,Deck of a Large Treehouse,2,2,Goodies,37,Necrolyte,Grimeare,~<=Shadow Knights=>~ ,Githzerai,298244,"['[38 Necrolyte] Tedtn ~<=Shadow Knights=>~ (Githzerai)', '[37 Necrolyte] Grimeare ~<=Shadow Knights=>~ (Githzerai)']","['298243', '298244']","['[44 Scourge] Silvertooth *-* Clan Ragnarok *-* (Drow Elf)', '[40 Bounty Hunter] Bryken *-* Clan Ragnarok *-* (Troll)']","['298240', '298242']"
05/30/24,The Docks of Storm Port,1,1,Evils,35,Spiritualist,Toki, ,Kobold,298239,['[45 Shadowmage] Psybr o==(=Mithril=Knights=- (Gnome)'],['298238'],['[35 Spiritualist] Toki  (Kobold)'],['298239']
05/30/24,Pathway to the Room of Convergence,1,10,Goodies,45,Crusader,Zar,o==(=Mithril=Knights=- ,Githzerai,298236,['[45 Crusader] Zar o==(=Mithril=Knights=- (Githzerai)'],['298236'],"['[44 Dark Dreamer] Dod *-* Clan Ragnarok *-* (Shade)', '[44 Elementalist] Kaji *-* Clan Ragnarok *-* (Troll)', '[44 Demonic Rider] Kiria *-* Clan Ragnarok *-* (Githyanki)', '[44 Guardian] Zhady *-* Clan Ragnarok *-* (Duergar)', '[44 Holyman] Thugan *-* Clan Ragnarok *-* (Drow Elf)', '[44 MaUleR] Choro *-* Clan Ragnarok *-* (Duergar)', '[44 Brigand] Myrk *-* Clan Ragnarok *-* (Duergar)', '[44 Necrolyte] Nos *-* Clan Ragnarok *-* (Drow Elf)', '[44 Shadowmage] Syl *-* Clan Ragnarok *-* (Drider)', '[42 Scourge] Silvertooth *-* Clan Ragnarok *-* (Drow Elf)']","['298226', '298227', '298228', '298229', '298230', '298231', '298232', '298233', '298234', '298235']"
05/30/24,Pathway to the Room of Convergence,2,8,Goodies,45,Blademaster,Jethrus,o==(=Mithril=Knights=- ,Grey Elf,298225,"['[45 Crusader] Zar o==(=Mithril=Knights=- (Githzerai)', '[45 Blademaster] Jethrus o==(=Mithril=Knights=- (Grey Elf)']","['298222', '298225']","['[44 Demonic Rider] Kiria *-* Clan Ragnarok *-* (Githyanki)', '[44 Guardian] Zhady *-* Clan Ragnarok *-* (Duergar)', '[44 Holyman] Thugan *-* Clan Ragnarok *-* (Drow Elf)', '[44 MaUleR] Choro *-* Clan Ragnarok *-* (Duergar)', '[44 Brigand] Myrk *-* Clan Ragnarok *-* (Duergar)', '[44 Necrolyte] Nos *-* Clan Ragnarok *-* (Drow Elf)', '[44 Shadowmage] Syl *-* Clan Ragnarok *-* (Drider)', '[42 Scourge] Silvertooth *-* Clan Ragnarok *-* (Drow Elf)']","['298214', '298215', '298216', '298217', '298218', '298219', '298220', '298221']"
05/30/24,Sorcerer Room,1,2,Goodies,43,Dark Dreamer,Tobe,o==(=Mithril=Knights=- ,Shade,298207,['[43 Dark Dreamer] Tobe o==(=Mithril=Knights=- (Shade)'],['298207'],"['[44 Dark Dreamer] Dod *-* Clan Ragnarok *-* (Shade)', '[44 Elementalist] Kaji *-* Clan Ragnarok *-* (Troll)']","['298197', '298198']"
05/30/24,Pathway to the Room of Convergence,3,8,Goodies,45,Swordsman,Trist,o==(=Mithril=Knights=- ,Thri-Kreen,298192,"['[45 Swordsman] Trist o==(=Mithril=Knights=- (Thri-Kreen)', '[45 Crusader] Zar o==(=Mithril=Knights=- (Githzerai)', '[45 Blademaster] Jethrus o==(=Mithril=Knights=- (Grey Elf)']","['298192', '298193', '298196']","['[44 Demonic Rider] Kiria *-* Clan Ragnarok *-* (Githyanki)', '[44 Guardian] Zhady *-* Clan Ragnarok *-* (Duergar)', '[44 Holyman] Thugan *-* Clan Ragnarok *-* (Drow Elf)', '[44 MaUleR] Choro *-* Clan Ragnarok *-* (Duergar)', '[44 Brigand] Myrk *-* Clan Ragnarok *-* (Duergar)', '[43 Necrolyte] Nos *-* Clan Ragnarok *-* (Drow Elf)', '[44 Shadowmage] Syl *-* Clan Ragnarok *-* (Drider)', '[41 Scourge] Silvertooth *-* Clan Ragnarok *-* (Drow Elf)']","['298183', '298184', '298185', '298186', '298187', '298188', '298189', '298190']"
05/30/24,Pathway to the Room of Convergence,6,9,Goodies,44,Spiritualist,Torlan,~<=Shadow Knights=>~ ,Grey Elf,298175,"['[43 Dark Dreamer] Tobe o==(=Mithril=Knights=- (Shade)', '[44 Spiritualist] Torlan ~<=Shadow Knights=>~ (Grey Elf)', '[45 Swordsman] Trist o==(=Mithril=Knights=- (Thri-Kreen)', '[45 Crusader] Zar o==(=Mithril=Knights=- (Githzerai)', '[45 Swordsman] Drok o==(=Mithril=Knights=- (Firbolg)', '[45 Blademaster] Jethrus o==(=Mithril=Knights=- (Grey Elf)']","['298174', '298175', '298176', '298177', '298178', '298180']","['[44 Dark Dreamer] Dod *-* Clan Ragnarok *-* (Shade)', '[44 Elementalist] Kaji *-* Clan Ragnarok *-* (Troll)', '[44 Demonic Rider] Kiria *-* Clan Ragnarok *-* (Githyanki)', '[44 Guardian] Zhady *-* Clan Ragnarok *-* (Duergar)', '[44 Holyman] Thugan *-* Clan Ragnarok *-* (Drow Elf)', '[44 MaUleR] Choro *-* Clan Ragnarok *-* (Duergar)', '[44 Brigand] Myrk *-* Clan Ragnarok *-* (Duergar)', '[43 Necrolyte] Nos *-* Clan Ragnarok *-* (Drow Elf)', '[44 Shadowmage] Syl *-* Clan Ragnarok *-* (Drider)']","['298164', '298165', '298166', '298167', '298168', '298169', '298170', '298171', '298172']"
05/30/24,Overgrown Grasslands of the Northern Wilds,1,6,Goodies,44,Shadowmage,Dze,o==(=Mithril=Knights=- ,Vampire,298163,['[44 Shadowmage] Dze o==(=Mithril=Knights=- (Vampire)'],['298163'],"['[43 Elementalist] Kaji *-* Clan Ragnarok *-* (Troll)', '[43 Demonic Rider] Kiria *-* Clan Ragnarok *-* (Githyanki)', '[43 Guardian] Zhady *-* Clan Ragnarok *-* (Duergar)', '[43 Holyman] Thugan *-* Clan Ragnarok *-* (Drow Elf)', '[43 MaUleR] Choro *-* Clan Ragnarok *-* (Duergar)', '[43 Brigand] Myrk *-* Clan Ragnarok *-* (Duergar)']","['298156', '298157', '298158', '298159', '298160', '298161']"
05/29/24,The Grand Foyer of Castle Selanis,2,1,Evils,34,Reaper,Rotk, ,Drow Elf,298154,"['[43 Forest Druid] Eris o==(=Mithril=Knights=- (Centaur)', '[42 Thief] Drip o==(=Mithril=Knights=- (Vampire)']","['298152', '298153']",['[34 Reaper] Rotk  (Drow Elf)'],['298154']
05/29/24,The Northern Docks,1,7,Goodies,43,Thief,Laz,o==(=Mithril=Knights=- ,Shade,298151,['[43 Thief] Laz o==(=Mithril=Knights=- (Shade)'],['298151'],"['[42 Dark Dreamer] Dod *-* Clan Ragnarok *-* (Shade)', '[43 Scourge] Burek *-* Clan Ragnarok *-* (Troll)', '[43 Air Magus] Lielz *-* Clan Ragnarok *-* (Drow Elf)', '[41 Thief] Tazita *-* Clan Ragnarok *-* (Vampire)', '[43 Brigand] Myrk *-* Clan Ragnarok *-* (Duergar)', '[43 Spiritualist] Kru *-* Clan Ragnarok *-* (Drow Elf)', '[40 Scourge] Lodik *-* Clan Ragnarok *-* (Goblin)']","['298144', '298145', '298146', '298147', '298148', '298149', '298150']"
05/29/24,Meeting Chamber,1,4,Goodies,44,Air Magus,Nikler,o==(=Mithril=Knights=- ,Grey Elf,298143,['[44 Air Magus] Nikler o==(=Mithril=Knights=- (Grey Elf)'],['298143'],"['[43 Scourge] Burek *-* Clan Ragnarok *-* (Troll)', '[43 Air Magus] Lielz *-* Clan Ragnarok *-* (Drow Elf)', '[43 Brigand] Myrk *-* Clan Ragnarok *-* (Duergar)', '[43 Spiritualist] Kru *-* Clan Ragnarok *-* (Drow Elf)']","['298138', '298139', '298141', '298142']"
05/29/24,Red Brick Road,4,1,Evils,36,Necrolyte,Gancro,*-* Clan Ragnarok *-* ,Drow Elf,298136,"['[44 Swordsman] Drok o==(=Mithril=Knights=- (Firbolg)', '[44 Holyman] Gellz o==(=Mithril=Knights=- (Grey Elf)', '[41 Dark Dreamer] Tobe o==(=Mithril=Knights=- (Shade)', '[44 Shadowmage] Psybr o==(=Mithril=Knights=- (Gnome)']","['298128', '298130', '298134', '298135']",['[36 Necrolyte] Gancro *-* Clan Ragnarok *-* (Drow Elf)'],['298136']
05/29/24,On the Prison Floor L1,1,1,Evils,35,Mercenary,Korgoom,*-* Clan Ragnarok *-* ,Troll,298127,['[42 Thief] Drip o==(=Mithril=Knights=- (Vampire)'],['298126'],['[35 Mercenary] Korgoom *-* Clan Ragnarok *-* (Troll)'],['298127']
05/29/24,Rocky Foothills of the Black Mountains,4,1,Goodies,39,Dark Dreamer,Tobe,o==(=Mithril=Knights=- ,Shade,298122,"['[39 Dark Dreamer] Tobe o==(=Mithril=Knights=- (Shade)', '[34 Psionicist] Diuk  (Githzerai)', '[37 Spiritualist] Busta ~<=Shadow Knights=>~ (Barbarian)', '[43 Elementalist] Mogurnda ~<=Shadow Knights=>~ (Barbarian)']","['298122', '298123', '298124', '298125']",['[31 Elementalist] Zhymm *-* Clan Ragnarok *-* (Shade)'],['298121']
05/28/24,Vast Plains of the Eagle Ridge Delta,3,1,Evils,30,Thief,Cru,*-* Clan Ragnarok *-* ,Vampire,298120,"['[44 Bounty Hunter] Dunga ~<=Shadow Knights=>~ (ShadowBeast)', '[44 Spiritualist] Col o==(=Mithril=Knights=- (Grey Elf)', '[44 Assassin] Tec ~<=Shadow Knights=>~ (Vampire)']","['298117', '298118', '298119']",['[30 Thief] Cru *-* Clan Ragnarok *-* (Vampire)'],['298120']
05/28/24,The West Hall,1,1,Goodies,40,Reaper,Saer,o==(=Mithril=Knights=- ,Githzerai,298116,['[40 Reaper] Saer o==(=Mithril=Knights=- (Githzerai)'],['298116'],['[43 Shadowmage] Sizan *-* Clan Ragnarok *-* (Vampire)'],['298115']
05/28/24,A Vast Flaming Plain of Heat and Molten Rock,17,1,Evils,43,Air Magus,Lielz,*-* Clan Ragnarok *-* ,Drow Elf,298114,"['[44 Earth Magus] Zloin o==(=Mithril=Knights=- (Grey Elf)', '[44 Disharmonist] Gnomad o==(=Mithril=Knights=- (Gnome)', '[44 Blademaster] Jethrus o==(=Mithril=Knights=- (Grey Elf)', '[44 Pyrokinetic] Poks o==(=Mithril=Knights=- (Githzerai)', '[44 Scoundrel] Dulz ~<=Shadow Knights=>~ (Vampire)', '[44 Pyrokinetic] Torpsi ~<=Shadow Knights=>~ (Githzerai)', '[44 Forest Druid] Niki ~<=Shadow Knights=>~ (Centaur)', '[44 Bounty Hunter] Ur o==(=Mithril=Knights=- (Barbarian)', '[44 Holyman] Kwirl o==(=Mithril=Knights=- (Grey Elf)', '[44 Swashbuckler] Matak o==(=Mithril=Knights=- (Vampire)', '[44 Earth Magus] Naj o==(=Mithril=Knights=- (Vampire)', '[44 Holyman] Aycer o==(=Mithril=Knights=- (Grey Elf)', '[44 Crusader] Zar o==(=Mithril=Knights=- (Githzerai)', '[44 Healer] Balen o==(=Mithril=Knights=- (Grey Elf)', '[44 Shadowmage] Draqus o==(=Mithril=Knights=- (Grey Elf)', '[44 Shadowmage] Dze o==(=Mithril=Knights=- (Vampire)', '[40 Shadowmage] Nom o==(=Mithril=Knights=- (Gnome)']","['298096', '298097', '298098', '298099', '298100', '298101', '298102', '298103', '298104', '298105', '298106', '298107', '298109', '298110', '298111', '298112', '298113']",['[43 Air Magus] Lielz *-* Clan Ragnarok *-* (Drow Elf)'],['298114']
05/28/24,An Obsidian Bridge Over a Fiery Chasm,16,1,Evils,43,Shadowmage,Syl,*-* Clan Ragnarok *-* ,Drider,298093,"['[44 Disharmonist] Gnomad o==(=Mithril=Knights=- (Gnome)', '[44 Blademaster] Jethrus o==(=Mithril=Knights=- (Grey Elf)', '[44 Pyrokinetic] Poks o==(=Mithril=Knights=- (Githzerai)', '[44 Scoundrel] Dulz ~<=Shadow Knights=>~ (Vampire)', '[44 Pyrokinetic] Torpsi ~<=Shadow Knights=>~ (Githzerai)', '[44 Forest Druid] Niki ~<=Shadow Knights=>~ (Centaur)', '[44 Bounty Hunter] Ur o==(=Mithril=Knights=- (Barbarian)', '[44 Holyman] Kwirl o==(=Mithril=Knights=- (Grey Elf)', '[44 Swashbuckler] Matak o==(=Mithril=Knights=- (Vampire)', '[44 Earth Magus] Naj o==(=Mithril=Knights=- (Vampire)', '[44 Holyman] Aycer o==(=Mithril=Knights=- (Grey Elf)', '[44 Spiritualist] Col o==(=Mithril=Knights=- (Grey Elf)', '[44 Crusader] Zar o==(=Mithril=Knights=- (Githzerai)', '[44 Healer] Balen o==(=Mithril=Knights=- (Grey Elf)', '[44 Shadowmage] Draqus o==(=Mithril=Knights=- (Grey Elf)', '[44 Shadowmage] Dze o==(=Mithril=Knights=- (Vampire)']","['298073', '298074', '298075', '298076', '298077', '298078', '298079', '298080', '298081', '298082', '298083', '298084', '298085', '298086', '298087', '298088']",['[43 Shadowmage] Syl *-* Clan Ragnarok *-* (Drider)'],['298093']
05/28/24,An Obsidian Bridge Over a Fiery Chasm,15,1,Evils,43,Enslaver,Ra,*-* Clan Ragnarok *-* ,Githyanki,298066,"['[44 Earth Magus] Zloin o==(=Mithril=Knights=- (Grey Elf)', '[44 Blademaster] Jethrus o==(=Mithril=Knights=- (Grey Elf)', '[44 Pyrokinetic] Poks o==(=Mithril=Knights=- (Githzerai)', '[43 Scoundrel] Dulz ~<=Shadow Knights=>~ (Vampire)', '[44 Pyrokinetic] Torpsi ~<=Shadow Knights=>~ (Githzerai)', '[44 Forest Druid] Niki ~<=Shadow Knights=>~ (Centaur)', '[44 Bounty Hunter] Ur o==(=Mithril=Knights=- (Barbarian)', '[44 Holyman] Kwirl o==(=Mithril=Knights=- (Grey Elf)', '[44 Swashbuckler] Matak o==(=Mithril=Knights=- (Vampire)', '[44 Earth Magus] Naj o==(=Mithril=Knights=- (Vampire)', '[44 Holyman] Aycer o==(=Mithril=Knights=- (Grey Elf)', '[44 Spiritualist] Col o==(=Mithril=Knights=- (Grey Elf)', '[44 Crusader] Zar o==(=Mithril=Knights=- (Githzerai)', '[44 Healer] Balen o==(=Mithril=Knights=- (Grey Elf)', '[44 Shadowmage] Draqus o==(=Mithril=Knights=- (Grey Elf)']","['298047', '298049', '298050', '298051', '298052', '298053', '298054', '298055', '298056', '298057', '298058', '298059', '298060', '298061', '298062']",['[43 Enslaver] Ra *-* Clan Ragnarok *-* (Githyanki)'],['298066']
05/28/24,An Obsidian Bridge Over a Fiery Chasm,13,4,Evils,43,Guardian,Zhady,*-* Clan Ragnarok *-* ,Duergar,298042,"['[44 Earth Magus] Zloin o==(=Mithril=Knights=- (Grey Elf)', '[44 Blademaster] Jethrus o==(=Mithril=Knights=- (Grey Elf)', '[44 Pyrokinetic] Poks o==(=Mithril=Knights=- (Githzerai)', '[43 Scoundrel] Dulz ~<=Shadow Knights=>~ (Vampire)', '[44 Pyrokinetic] Torpsi ~<=Shadow Knights=>~ (Githzerai)', '[44 Forest Druid] Niki ~<=Shadow Knights=>~ (Centaur)', '[44 Bounty Hunter] Ur o==(=Mithril=Knights=- (Barbarian)', '[44 Holyman] Kwirl o==(=Mithril=Knights=- (Grey Elf)', '[44 Swashbuckler] Matak o==(=Mithril=Knights=- (Vampire)', '[44 Earth Magus] Naj o==(=Mithril=Knights=- (Vampire)', '[44 Spiritualist] Col o==(=Mithril=Knights=- (Grey Elf)', '[43 Crusader] Zar o==(=Mithril=Knights=- (Githzerai)', '[43 Shadowmage] Draqus o==(=Mithril=Knights=- (Grey Elf)']","['298021', '298023', '298024', '298025', '298026', '298027', '298028', '298029', '298030', '298031', '298033', '298034', '298036']","['[43 Brigand] Myrk *-* Clan Ragnarok *-* (Duergar)', '[43 Enslaver] Ra *-* Clan Ragnarok *-* (Githyanki)', '[43 Guardian] Zhady *-* Clan Ragnarok *-* (Duergar)', '[43 Demonic Rider] Kiria *-* Clan Ragnarok *-* (Githyanki)']","['298039', '298040', '298042', '298043']"
05/28/24,Upon the Ashen Slopes of a Great Volcanic Mountain,1,2,Evils,42,Air Magus,Yost,*-* Clan Ragnarok *-* ,Vampire,298020,['[44 Earth Magus] Zloin o==(=Mithril=Knights=- (Grey Elf)'],['297994'],"['[43 Elementalist] Omm *-* Clan Ragnarok *-* (Troll)', '[42 Air Magus] Yost *-* Clan Ragnarok *-* (Vampire)']","['298019', '298020']"
05/28/24,An Obsidian Bridge Over a Fiery Chasm,15,10,Evils,42,Earth Magus,Lom,*-* Clan Ragnarok *-* ,Vampire,297993,"['[44 Disharmonist] Gnomad o==(=Mithril=Knights=- (Gnome)', '[44 Blademaster] Jethrus o==(=Mithril=Knights=- (Grey Elf)', '[44 Pyrokinetic] Poks o==(=Mithril=Knights=- (Githzerai)', '[43 Scoundrel] Dulz ~<=Shadow Knights=>~ (Vampire)', '[44 Pyrokinetic] Torpsi ~<=Shadow Knights=>~ (Githzerai)', '[44 Forest Druid] Niki ~<=Shadow Knights=>~ (Centaur)', '[44 Bounty Hunter] Ur o==(=Mithril=Knights=- (Barbarian)', '[44 Holyman] Kwirl o==(=Mithril=Knights=- (Grey Elf)', '[44 Swashbuckler] Matak o==(=Mithril=Knights=- (Vampire)', '[44 Earth Magus] Naj o==(=Mithril=Knights=- (Vampire)', '[43 Holyman] Aycer o==(=Mithril=Knights=- (Grey Elf)', '[44 Spiritualist] Col o==(=Mithril=Knights=- (Grey Elf)', '[43 Crusader] Zar o==(=Mithril=Knights=- (Githzerai)', '[44 Healer] Balen o==(=Mithril=Knights=- (Grey Elf)', '[43 Shadowmage] Draqus o==(=Mithril=Knights=- (Grey Elf)']","['297967', '297968', '297969', '297970', '297971', '297972', '297973', '297974', '297975', '297976', '297977', '297978', '297979', '297980', '297981']","['[43 Brigand] Myrk *-* Clan Ragnarok *-* (Duergar)', '[43 Enslaver] Ra *-* Clan Ragnarok *-* (Githyanki)', '[43 MaUleR] Choro *-* Clan Ragnarok *-* (Duergar)', '[43 Guardian] Zhady *-* Clan Ragnarok *-* (Duergar)', '[43 Demonic Rider] Kiria *-* Clan Ragnarok *-* (Githyanki)', '[43 Shadowmage] Syl *-* Clan Ragnarok *-* (Drider)', '[43 Necrolyte] Skellen *-* Clan Ragnarok *-* (Githyanki)', '[43 Elementalist] Omm *-* Clan Ragnarok *-* (Troll)', '[42 Air Magus] Yost *-* Clan Ragnarok *-* (Vampire)', '[42 Earth Magus] Lom *-* Clan Ragnarok *-* (Vampire)']","['297984', '297985', '297986', '297987', '297988', '297989', '297990', '297991', '297992', '297993']"
