Date,Time,Location,Good_Group_Count,Evil_Group_Count,RaceWar_Side,Frag_Level,Frag_Class,Frag_Name,Frag_Guild,Frag_Race,Log_Number,Good Group,Good Group Logs,Evil Group,Evil Group Logs
01/01/25,An Immaculate Stone Highway,1,1,Evils,33,Shadowmage,Nyx, ,Shade,302099,['[32 Forest Druid] Morrigu  (Halfling)'],['302094'],['[33 Shadowmage] Nyx  (Shade)'],['302099']
01/01/25,Up the Side of the Waterfall,2,5,Goodies,32,Cavalier,Kaene, ,Githzerai,302088,"['[32 Cavalier] Kaene  (Githzerai)', '[32 Forest Druid] Morrigu  (Halfling)']","['302088', '302089']","['[33 Shadowmage] Naj  (Drider)', '[31 Animalist] Dzi  (Kobold)', '[33 Spiritualist] Col  (Goblin)', '[33 Elementalist] Beltorin  (Shade)', '[33 Shadowmage] Pok  (Kobold)']","['302083', '302084', '302085', '302086', '302087']"
01/01/25,The Gate Guard Barracks,1,1,Evils,31,Shaman,Dzi, ,Kobold,302081,['[31 Forest Druid] Morrigu  (Halfling)'],['302080'],['[31 Shaman] Dzi  (Kobold)'],['302081']
01/01/25,Entrance to an Underground Hideout,1,5,Goodies,29,Cleric,Zkr, ,Halfling,302078,['[29 Cleric] Zkr  (Halfling)'],['302078'],"['[32 Elaphidist] Zephyr  (Githyanki)', '[32 Shadowmage] Nyx  (Shade)', '[24 Warrior] Faydz  (Troll)', '[24 Cleric] Lormis  (Drow Elf)', '[25 Monk] Gaulz  (Githyanki)']","['302070', '302071', '302072', '302073', '302075']"
01/01/25,Tilby's Tavern,1,3,Goodies,27,Druid,Vokir, ,Halfling,302069,['[27 Druid] Vokir  (Halfling)'],['302069'],"['[32 Air Magus] Vurt  (Goblin)', '[32 Spiritualist] Col  (Goblin)', '[32 Shadowmage] Nyx  (Shade)']","['302066', '302067', '302068']"
01/01/25,A Stone Path,1,1,Goodies,6,Necromancer,Xeno, ,Githzerai,302065,['[ 6 Necromancer] Xeno  (Githzerai)'],['302065'],['[32 Elementalist] Beltorin  (Shade)'],['302063']
12/31/24,Sharp Turn on the Mountain Path,2,1,Goodies,25,Cleric,Gukk, ,Grey Elf,302060,"['[25 Cleric] Gukk  (Grey Elf)', '[24 Monk] Risque  (Githzerai)']","['302060', '302061']",['[32 Elementalist] Beltorin  (Shade)'],['302059']
12/31/24,The Corner of Rapture Way and Bliss Boulevard,1,1,Evils,21,Necromancer,Zlo, ,Drow Elf,302058,['[27 Mercenary] Javok  (ShadowBeast)'],['302057'],['[21 Necromancer] Zlo  (Drow Elf)'],['302058']
12/31/24,The Tropical Jungles of Khomani-Khan,1,1,Goodies,7,Illusionist,Tilia, ,Shade,302056,['[ 7 Illusionist] Tilia  (Shade)'],['302056'],['[26 Sorcerer] Nyx  (Shade)'],['302055']
12/31/24,On Bliss Boulevard,1,1,Goodies,20,Cleric,Hurgoth, ,Human,302054,['[20 Cleric] Hurgoth  (Human)'],['302054'],['[32 Elementalist] Beltorin  (Shade)'],['302053']
12/31/24,Entrance to The Savannah of Broken Trusts,1,1,Goodies,18,Shaman,Phly, ,Centaur,302052,['[18 Shaman] Phly  (Centaur)'],['302052'],['[25 Sorcerer] Nyx  (Shade)'],['302051']
12/31/24,A Forest Grove,5,1,Evils,26,Conjurer,Nom, ,Drow Elf,302050,"['[26 Bard] Sadash  (Vampire)', '[27 Mercenary] Javok  (ShadowBeast)', '[28 Druid] Morrigu  (Halfling)', '[29 Paladin] Kaene  (Githzerai)', '[24 Shaman] Jai  (Grey Elf)']","['302045', '302046', '302047', '302048', '302049']",['[26 Conjurer] Nom  (Drow Elf)'],['302050']
12/31/24,A Muddy Trail through the Swamp,5,1,Evils,1,Shaman,Psybar, ,Shade,302044,"['[26 Bard] Sadash  (Vampire)', '[26 Mercenary] Javok  (ShadowBeast)', '[27 Druid] Morrigu  (Halfling)', '[29 Paladin] Kaene  (Githzerai)', '[24 Shaman] Jai  (Grey Elf)']","['302039', '302040', '302041', '302042', '302043']",['[ 1 Shaman] Psybar  (Shade)'],['302044']
12/31/24,Further along side the Stream,1,1,Evils,21,Conjurer,Zloin, ,Drow Elf,302038,['[28 Druid] Rioss  (Grey Elf)'],['302037'],['[21 Conjurer] Zloin  (Drow Elf)'],['302038']
12/31/24,Thick Bushes Off the Path,1,2,Goodies,20,Shaman,Jai, ,Grey Elf,302036,['[20 Shaman] Jai  (Grey Elf)'],['302036'],"['[24 Sorcerer] Naj  (Drider)', '[23 Shaman] Col  (Goblin)']","['302034', '302035']"
12/30/24,A Light and Breezy Forest,1,3,Goodies,25,Druid,Rioss, ,Grey Elf,302033,['[25 Druid] Rioss  (Grey Elf)'],['302033'],"['[22 Monk] Zephyr  (Githyanki)', '[23 Sorcerer] Nyx  (Shade)', '[22 Shaman] Dzy  (Goblin)']","['302030', '302031', '302032']"
12/30/24,A Light and Breezy Forest,1,4,Evils,22,Shaman,Col, ,Goblin,302028,['[25 Druid] Rioss  (Grey Elf)'],['302025'],"['[22 Monk] Zephyr  (Githyanki)', '[23 Sorcerer] Nyx  (Shade)', '[22 Shaman] Col  (Goblin)', '[22 Shaman] Dzy  (Goblin)']","['302026', '302027', '302028', '302029']"
12/30/24,A Light and Breezy Forest,1,1,Evils,22,Sorcerer,Naj, ,Drider,302022,['[25 Druid] Rioss  (Grey Elf)'],['302019'],['[22 Sorcerer] Naj  (Drider)'],['302022']
12/30/24,An Immaculate Stone Highway,1,3,Goodies,20,Monk,Risque, ,Githzerai,302018,['[20 Monk] Risque  (Githzerai)'],['302018'],"['[22 Monk] Zephyr  (Githyanki)', '[22 Shaman] Col  (Goblin)', '[22 Shaman] Dzy  (Goblin)']","['302012', '302015', '302016']"
